time,G(i),H_sun,T2m,WS10m,Int
20200127:0711,0,0,2.23,6.34,0
20200127:0811,0,0,1.9,6.07,0
20200127:0911,306.63,5.5,1.55,5.93,0
20200127:1011,528.11,10.71,1.79,6.28,0
20200127:1111,310.04,14.19,2.45,5.86,0
20200127:1211,141.66,15.67,3,5.86,0
20200127:1311,38.9,14.99,3.42,7.1,0
20200127:1411,703.27,12.23,3.52,6.34,0
20200127:1511,498.95,7.62,3.41,6.07,0
20200127:1611,0,0,2.91,5.31,0
20200127:1711,0,0,2.14,4.83,0
20200127:1811,0,0,1.71,4.41,0
20200127:1911,0,0,1.5,3.72,0
20200127:2011,0,0,1.4,3.24,0
20200127:2111,0,0,1.18,2.9,0
20200127:2211,0,0,0.89,2.83,0
20200127:2311,0,0,0.69,2.97,0
20200128:0011,0,0,0.69,3.1,0
20200128:0111,0,0,0.39,3.45,0
20200128:0211,0,0,0.65,3.45,0
20200128:0311,0,0,0.56,3.59,0
20200128:0411,0,0,0.33,4,0
20200128:0511,0,0,0.04,4.48,0
20200128:0611,0,0,-0.26,4.9,0
20200128:0711,0,0,0.32,6,0
20200128:0811,0,0,0.46,6,0
20200128:0911,396.11,5.71,0.54,5.66,0
20200128:1011,569.86,10.94,0.92,5.45,0
20200128:1111,788.53,14.44,1.31,5.31,0
20200128:1211,840.41,15.93,1.69,4.97,0
20200128:1311,299.16,15.26,2.02,5.72,0
20200128:1411,111.54,12.5,2.42,5.93,0
20200128:1511,111.84,7.88,2.74,5.52,0
20200128:1611,0,0,2.85,5.59,0
20200128:1711,0,0,2.8,5.79,0
20200128:1811,0,0,3.02,6.14,0
20200128:1911,0,0,2.59,6.55,0
20200128:2011,0,0,2.73,6.69,0
20200128:2111,0,0,2.72,6.76,0
20200128:2211,0,0,2.61,7.03,0
20200128:2311,0,0,2.57,7.31,0
20200129:0011,0,0,2.59,7.31,0
20200129:0111,0,0,2.53,7.17,0
20200129:0211,0,0,2.26,7.1,0
20200129:0311,0,0,2.01,7.17,0
20200129:0411,0,0,1.7,7.17,0
20200129:0511,0,0,1.46,7.03,0
20200129:0611,0,0,1.46,6.97,0
20200129:0711,0,0,1.63,6.55,0
20200129:0811,0,0,1.7,6.34,0
20200129:0911,296.54,5.93,1.97,6.34,0
20200129:1011,349.09,11.18,2.71,6.28,0
20200129:1111,329.61,14.7,3.53,5.38,0
20200129:1211,270.98,16.19,4.36,6.83,0
20200129:1311,56.48,15.53,4.6,6.48,0
20200129:1411,52.99,12.76,4.11,6.9,0
20200129:1511,15.56,8.15,3.22,8,0
20200129:1611,0,0,3.59,8.69,0
20200129:1711,0,0,4.59,8.69,0
20200129:1811,0,0,5.36,8.34,0
20200129:1911,0,0,5.96,7.93,0
20200129:2011,0,0,6.39,7.86,0
20200129:2111,0,0,6.77,8.41,0
20200129:2211,0,0,6.96,8.9,0
20200129:2311,0,0,7.06,8.55,0
20200130:0011,0,0,7.08,8.21,0
20200130:0111,0,0,7.23,7.86,0
20200130:0211,0,0,7.17,7.38,0
20200130:0311,0,0,6.58,6.48,0
20200130:0411,0,0,6.32,5.86,0
20200130:0511,0,0,6.42,5.66,0
20200130:0611,0,0,6.34,5.79,0
20200130:0711,0,0,6.27,6.34,0
20200130:0811,0,0,6.06,6.76,0
20200130:0911,35.77,6.16,5.79,6.9,0
20200130:1011,49.42,11.42,6.35,7.52,0
20200130:1111,54.74,14.95,7.31,8.48,0
20200130:1211,174,16.46,8.08,9.72,0
20200130:1311,41.3,15.8,8.74,10.14,0
20200130:1411,242.33,13.04,9.07,10.34,0
20200130:1511,354.33,8.42,9.26,10.62,0
20200130:1611,0,0,8.95,11.24,0
20200130:1711,0,0,7.88,11.59,0
20200130:1811,0,0,7.14,11.1,0
20200130:1911,0,0,6.96,10.62,0
20200130:2011,0,0,6.68,9.93,0
20200130:2111,0,0,6.35,9.1,0
20200130:2211,0,0,6.23,8.34,0
20200130:2311,0,0,6.03,7.52,0
20200131:0011,0,0,5.94,6.97,0
20200131:0111,0,0,5.91,6.34,0
20200131:0211,0,0,5.51,5.52,0
20200131:0311,0,0,5.34,4.9,0
20200131:0411,0,0,5.55,4.69,0
20200131:0511,0,0,6.29,5.52,0
20200131:0611,0,0,7.15,7.03,0
20200131:0711,0,0,8.63,7.24,0
20200131:0811,0,0,9.34,7.52,0
20200131:0911,78.51,6.4,9.63,7.31,0
20200131:1011,131.07,11.67,9.78,7.1,0
20200131:1111,109.21,15.22,9.8,6.34,0
20200131:1211,406.81,16.74,9.59,6.55,0
20200131:1311,244.08,16.08,9.69,7.31,0
20200131:1411,285.68,13.32,9.87,7.52,0
20200131:1511,184.87,8.69,10.09,8.48,0
20200131:1611,1.8,2.56,9.59,8.14,0
20200131:1711,0,0,9.09,8.28,0
20200131:1811,0,0,8.99,8.28,0
20200131:1911,0,0,9.02,8.62,0
20200131:2011,0,0,8.9,8.83,0
20200131:2111,0,0,8.89,8.97,0
20200131:2211,0,0,8.69,8.9,0
20200131:2311,0,0,8.39,8.83,0
20200201:0011,0,0,8.01,8.76,0
20200201:0111,0,0,7.15,8.97,0
20200201:0211,0,0,6.77,9.24,0
20200201:0311,0,0,6.66,9.66,0
20200201:0411,0,0,6.66,9.93,0
20200201:0511,0,0,6.57,10.14,0
20200201:0611,0,0,6.47,9.93,0
20200201:0711,0,0,6.59,10.07,0
20200201:0811,0,0,6.51,9.86,0
20200201:0911,27.06,6.63,6.43,9.86,0
20200201:1011,50.12,11.93,6.55,9.93,0
20200201:1111,743.66,15.49,6.64,8.9,0
20200201:1211,278.75,17.02,6.71,11.17,0
20200201:1311,269.97,16.37,7.18,10.69,0
20200201:1411,592.93,13.6,7.48,8.07,0
20200201:1511,189.88,8.97,6.86,7.38,0
20200201:1611,1.2,2.83,5.99,5.93,0
20200201:1711,0,0,5.38,4.34,0
20200201:1811,0,0,5.18,3.59,0
20200201:1911,0,0,4.82,2.14,0
20200201:2011,0,0,4.41,2.28,0
20200201:2111,0,0,3.92,2.21,0
20200201:2211,0,0,3.26,2.62,0
20200201:2311,0,0,2.69,3.17,0
20200202:0011,0,0,2.16,3.1,0
20200202:0111,0,0,1.64,3.03,0
20200202:0211,0,0,1.31,2.83,0
20200202:0311,0,0,1.14,2.21,0
20200202:0411,0,0,1,2.07,0
20200202:0511,0,0,0.98,1.79,0
20200202:0611,0,0,1.12,1.72,0
20200202:0711,0,0,1.71,1.79,0
20200202:0811,0,0,1.73,1.93,0
20200202:0911,14.36,6.88,1.89,2.28,0
20200202:1011,20.35,12.19,2.53,2.97,0
20200202:1111,100.46,15.77,2.8,3.59,0
20200202:1211,52.07,17.31,3.16,4,0
20200202:1311,51.47,16.66,3.23,3.79,0
20200202:1411,89.17,13.89,3.4,4.48,0
20200202:1511,240.07,9.25,3.72,4.07,0
20200202:1611,2.99,3.1,4.46,3.1,0
20200202:1711,0,0,5.34,3.86,0
20200202:1811,0,0,5.5,4.76,0
20200202:1911,0,0,5.65,4.97,0
20200202:2011,0,0,5.3,4.97,0
20200202:2111,0,0,5.16,4.97,0
20200202:2211,0,0,5.11,5.45,0
20200202:2311,0,0,5.19,5.59,0
20200203:0011,0,0,5.22,5.79,0
20200203:0111,0,0,5.16,6.14,0
20200203:0211,0,0,5.53,6.97,0
20200203:0311,0,0,6.11,8.07,0
20200203:0411,0,0,5.86,8.83,0
20200203:0511,0,0,5.23,9.03,0
20200203:0611,0,0,4.54,8.97,0
20200203:0711,0,0,4.23,8.41,0
20200203:0811,0,0,4.02,8.34,0
20200203:0911,384.9,7.13,4,8.34,0
20200203:1011,526.3,12.45,4.2,8.62,0
20200203:1111,546.37,16.05,4.23,8.9,0
20200203:1211,884.03,17.6,4.57,10.14,0
20200203:1311,526.86,16.95,4.67,10.41,0
20200203:1411,720.42,14.18,4.36,9.66,0
20200203:1511,559.7,9.53,3.95,8.34,0
20200203:1611,20.9,3.37,3.55,9.52,0
20200203:1711,0,0,3.05,8.9,0
20200203:1811,0,0,2.57,8.62,0
20200203:1911,0,0,2.65,8.21,0
20200203:2011,0,0,2.5,8.28,0
20200203:2111,0,0,2.32,8.48,0
20200203:2211,0,0,2.1,8.41,0
20200203:2311,0,0,1.91,8.28,0
20200204:0011,0,0,1.8,8.14,0
20200204:0111,0,0,1.75,8.21,0
20200204:0211,0,0,1.82,8.41,0
20200204:0311,0,0,1.99,8.83,0
20200204:0411,0,0,2.55,9.52,0
20200204:0511,0,0,3.13,9.38,0
20200204:0611,0,0,3.67,8.34,0
20200204:0711,0,0,3.86,7.79,0
20200204:0811,0,0,4.4,6.9,0
20200204:0911,427.3,7.39,4.81,6.62,0
20200204:1011,644.32,12.73,5.36,6.55,0
20200204:1111,731.55,16.33,5.82,6,0
20200204:1211,798.24,17.89,6.24,6.48,0
20200204:1311,240.28,17.25,6.47,5.79,0
20200204:1411,767.04,14.47,6.55,5.38,0
20200204:1511,517.88,9.81,6.36,4.41,0
20200204:1611,20.02,3.65,5.82,3.79,0
20200204:1711,0,0,5.16,3.17,0
20200204:1811,0,0,4.61,2.97,0
20200204:1911,0,0,4.22,2.41,0
20200204:2011,0,0,3.52,2.55,0
20200204:2111,0,0,2.99,2.62,0
20200204:2211,0,0,2.51,2.9,0
20200204:2311,0,0,2.32,3.31,0
20200205:0011,0,0,2.27,3.59,0
20200205:0111,0,0,2.65,3.66,0
20200205:0211,0,0,2.61,3.66,0
20200205:0311,0,0,2.65,3.59,0
20200205:0411,0,0,2.51,3.45,0
20200205:0511,0,0,2.36,3.38,0
20200205:0611,0,0,2.31,3.31,0
20200205:0711,0,0,2.85,3.72,0
20200205:0811,0,0,3.17,4,0
20200205:0911,83.49,7.65,3.57,4.07,0
20200205:1011,145.06,13,4.43,4.07,0
20200205:1111,478.7,16.63,5.3,3.93,0
20200205:1211,570.65,18.19,6.08,4.21,0
20200205:1311,135.39,17.55,6.53,4.76,0
20200205:1411,420.11,14.77,6.69,4.83,0
20200205:1511,375.11,10.1,6.65,4.62,0
20200205:1611,3.59,3.93,6.25,4.62,0
20200205:1711,0,0,5.5,4.55,0
20200205:1811,0,0,4.96,4.55,0
20200205:1911,0,0,4.7,4,0
20200205:2011,0,0,4.07,3.59,0
20200205:2111,0,0,3.51,3.45,0
20200205:2211,0,0,3.14,3.38,0
20200205:2311,0,0,2.98,3.45,0
20200206:0011,0,0,2.98,3.59,0
20200206:0111,0,0,3.18,3.72,0
20200206:0211,0,0,3.07,3.72,0
20200206:0311,0,0,3.16,3.72,0
20200206:0411,0,0,3.08,3.66,0
20200206:0511,0,0,3.02,3.45,0
20200206:0611,0,0,2.73,3.17,0
20200206:0711,0,0,2.55,3.17,0
20200206:0811,0,0,2.39,3.38,0
20200206:0911,364.68,7.92,2.75,3.31,0
20200206:1011,629.65,13.29,3.59,3.1,0
20200206:1111,805.22,16.92,4.77,3.45,0
20200206:1211,908.21,18.5,5.69,3.45,0
20200206:1311,576.81,17.86,6.46,3.1,0
20200206:1411,737.22,15.07,6.99,2.62,0
20200206:1511,494.44,10.4,7,2,0
20200206:1611,31.16,4.21,6.32,2,0
20200206:1711,0,0,5.02,2.28,0
20200206:1811,0,0,3.84,2.34,0
20200206:1911,0,0,3.49,2.48,0
20200206:2011,0,0,2.95,2.48,0
20200206:2111,0,0,2.58,2.41,0
20200206:2211,0,0,1.85,2.41,0
20200206:2311,0,0,1.37,2.34,0
20200207:0011,0,0,0.97,2.41,0
20200207:0111,0,0,0.44,2.34,0
20200207:0211,0,0,0.23,2.34,0
20200207:0311,0,0,-0.06,2.41,0
20200207:0411,0,0,-0.32,2.48,0
20200207:0511,0,0,-0.52,2.55,0
20200207:0611,0,0,-0.57,2.62,0
20200207:0711,0,0,-0.29,2.69,0
20200207:0811,0,0,-0.07,2.97,0
20200207:0911,378.09,8.19,0.82,3.24,0
20200207:1011,662.32,13.57,2.41,3.66,0
20200207:1111,775.55,17.22,3.63,4.21,0
20200207:1211,926.29,18.81,4.54,5.1,0
20200207:1311,467.75,18.17,5.18,5.38,0
20200207:1411,408.32,15.38,5.37,5.45,0
20200207:1511,41.53,10.69,5.29,6.14,0
20200207:1611,4.19,4.49,5.11,5.86,0
20200207:1711,0,0,4.65,5.52,0
20200207:1811,0,0,4.14,5.17,0
20200207:1911,0,0,3.66,5.38,0
20200207:2011,0,0,3.83,5.52,0
20200207:2111,0,0,4.12,5.79,0
20200207:2211,0,0,4.76,6.34,0
20200207:2311,0,0,5.56,6.83,0
20200208:0011,0,0,6.51,7.38,0
20200208:0111,0,0,6.62,7.79,0
20200208:0211,0,0,7.1,8.14,0
20200208:0311,0,0,6.44,8.48,0
20200208:0411,0,0,5.52,8.21,0
20200208:0511,0,0,4.71,6.83,0
20200208:0611,0,0,4.07,5.45,0
20200208:0711,0,0,3.65,7.03,0
20200208:0811,0,0,3.23,6.69,0
20200208:0911,226.87,8.47,3.23,7.1,0
20200208:1011,481.98,13.87,3.79,6.83,0
20200208:1111,566.37,17.53,4.71,7.17,0
20200208:1211,753.85,19.12,5.52,7.38,0
20200208:1311,775.55,18.49,6.18,8.21,0
20200208:1411,389.1,15.69,6.09,8.9,0
20200208:1511,119.62,10.99,5.76,8.62,0
20200208:1611,49.93,4.78,5.66,10.28,0
20200208:1711,0,0,5.48,10.62,0
20200208:1811,0,0,5.02,11.52,0
20200208:1911,0,0,5.22,11.86,0
20200208:2011,0,0,5.52,11.93,0
20200208:2111,0,0,5.81,11.66,0
20200208:2211,0,0,5.98,11.17,0
20200208:2311,0,0,6.03,10.76,0
20200209:0011,0,0,6.01,10.69,0
20200209:0111,0,0,5.96,10.48,0
20200209:0211,0,0,6.61,10.14,0
20200209:0311,0,0,7.46,8.83,0
20200209:0411,0,0,7.56,6.55,0
20200209:0511,0,0,7.11,4.62,0
20200209:0611,0,0,6.97,3.93,0
20200209:0711,0,0,8.03,8.76,0
20200209:0811,0,0,8.41,9.52,0
20200209:0911,16.16,8.75,8.76,9.66,0
20200209:1011,21.55,14.17,9.11,9.72,0
20200209:1111,678.98,17.84,9.03,9.72,0
20200209:1211,83.94,19.44,8.73,9.86,0
20200209:1311,371.65,18.81,8.53,10.62,0
20200209:1411,489.17,16,8.04,9.93,0
20200209:1511,513.54,11.29,7.03,10.28,0
20200209:1611,13.17,5.07,6.4,10.07,0
20200209:1711,0,0,5.67,9.79,0
20200209:1811,0,0,5.06,9.72,0
20200209:1911,0,0,5.08,9.31,0
20200209:2011,0,0,4.8,8.69,0
20200209:2111,0,0,4.45,7.93,0
20200209:2211,0,0,4.04,7.52,0
20200209:2311,0,0,3.77,7.24,0
20200210:0011,0,0,3.48,7.24,0
20200210:0111,0,0,3.17,7.66,0
20200210:0211,0,0,3.02,8.21,0
20200210:0311,0,0,2.62,8.62,0
20200210:0411,0,0,2.16,8.62,0
20200210:0511,0,0,2.06,8.62,0
20200210:0611,0,0,1.9,8.97,0
20200210:0711,0,0,1.91,9.31,0
20200210:0811,0,0,1.61,9.03,0
20200210:0911,80.85,9.04,1.78,9.31,0
20200210:1011,124.24,14.47,2.22,8.41,0
20200210:1111,738.74,18.16,2.53,9.79,0
20200210:1211,881.52,19.76,2.82,9.66,0
20200210:1311,520.29,19.13,2.94,10.28,0
20200210:1411,592.07,16.31,2.84,8.9,0
20200210:1511,17.95,11.59,2.21,8.48,0
20200210:1611,2.99,5.36,1.93,9.93,0
20200210:1711,0,0,1.6,9.72,0
20200210:1811,0,0,1.48,9.59,0
20200210:1911,0,0,1.48,9.38,0
20200210:2011,0,0,1.72,10.07,0
20200210:2111,0,0,1.99,10.48,0
20200210:2211,0,0,2.19,10.07,0
20200210:2311,0,0,2.35,9.66,0
20200211:0011,0,0,2.33,9.52,0
20200211:0111,0,0,2.23,9.66,0
20200211:0211,0,0,2.19,9.86,0
20200211:0311,0,0,2.15,10,0
20200211:0411,0,0,2.17,10.34,0
20200211:0511,0,0,2.12,10.48,0
20200211:0611,0,0,2.06,10.69,0
20200211:0711,0,0,2.03,9.93,0
20200211:0811,1.82,2.55,1.66,10.14,0
20200211:0911,98.19,9.33,1.39,10.41,0
20200211:1011,364.34,14.78,1.56,9.24,0
20200211:1111,507.98,18.48,1.73,10.76,0
20200211:1211,486.77,20.09,1.75,11.45,0
20200211:1311,333.08,19.45,1.8,11.03,0
20200211:1411,480.96,16.63,2.07,11.52,0
20200211:1511,69.04,11.9,2.19,10.28,0
20200211:1611,244.9,5.65,1.96,11.93,0
20200211:1711,0,0,1.81,11.66,0
20200211:1811,0,0,1.51,11.38,0
20200211:1911,0,0,1.35,10.48,0
20200211:2011,0,0,1.45,10.48,0
20200211:2111,0,0,1.33,10.48,0
20200211:2211,0,0,1.32,10.55,0
20200211:2311,0,0,1.47,10.76,0
20200212:0011,0,0,1.38,11.03,0
20200212:0111,0,0,1.37,10.83,0
20200212:0211,0,0,1.28,10.34,0
20200212:0311,0,0,1.2,9.66,0
20200212:0411,0,0,0.97,9.17,0
20200212:0511,0,0,0.83,8.76,0
20200212:0611,0,0,0.63,8.62,0
20200212:0711,0,0,0.7,8.55,0
20200212:0811,5.02,2.83,0.66,8.28,0
20200212:0911,42.3,9.63,0.7,8.48,0
20200212:1011,420.26,15.09,1.16,8.62,0
20200212:1111,397.7,18.8,1.67,9.24,0
20200212:1211,69.8,20.42,2.03,8.41,0
20200212:1311,320.61,19.78,2.18,8.07,0
20200212:1411,453.29,16.95,2.11,7.66,0
20200212:1511,460.39,12.21,1.95,7.31,0
20200212:1611,295.17,5.95,1.5,6.83,0
20200212:1711,0,0,0.8,6.34,0
20200212:1811,0,0,0.36,6,0
20200212:1911,0,0,-0.1,5.1,0
20200212:2011,0,0,-0.42,4.76,0
20200212:2111,0,0,-0.55,4.28,0
20200212:2211,0,0,-0.77,3.38,0
20200212:2311,0,0,-1.2,2.97,0
20200213:0011,0,0,-1.76,2.62,0
20200213:0111,0,0,-1.85,2.48,0
20200213:0211,0,0,-1.45,2.69,0
20200213:0311,0,0,-0.84,3.31,0
20200213:0411,0,0,-0.17,4.34,0
20200213:0511,0,0,0.53,5.66,0
20200213:0611,0,0,1.31,6.21,0
20200213:0711,0,0,2.2,6.21,0
20200213:0811,0.91,3.12,2.37,6.14,0
20200213:0911,68.04,9.93,2.4,5.59,0
20200213:1011,85.88,15.4,2.27,4.76,0
20200213:1111,143.97,19.13,2.4,4.14,0
20200213:1211,173.9,20.76,2.84,4.07,0
20200213:1311,31.72,20.12,3.39,4.55,0
20200213:1411,29.33,17.28,3.97,5.1,0
20200213:1511,22.74,12.52,4.13,5.31,0
20200213:1611,62.61,6.24,4.01,5.1,0
20200213:1711,0,0,3.91,4.48,0
20200213:1811,0,0,3.58,3.86,0
20200213:1911,0,0,3.85,3.79,0
20200213:2011,0,0,3.75,3.1,0
20200213:2111,0,0,3.49,2.69,0
20200213:2211,0,0,3.14,2.14,0
20200213:2311,0,0,2.68,1.66,0
20200214:0011,0,0,2.3,1.03,0
20200214:0111,0,0,3.11,0.55,0
20200214:0211,0,0,1.55,2.07,0
20200214:0311,0,0,2.08,2.83,0
20200214:0411,0,0,2.67,3.93,0
20200214:0511,0,0,2.71,4.9,0
20200214:0611,0,0,2.48,5.59,0
20200214:0711,0,0,2.28,6,0
20200214:0811,3.19,3.41,2.35,6.34,0
20200214:0911,157.23,10.24,2.68,6.9,0
20200214:1011,51.54,15.73,3.65,7.66,0
20200214:1111,35.91,19.46,4.93,8.41,0
20200214:1211,53.86,21.1,5.98,9.1,0
20200214:1311,60.45,20.45,6.82,9.52,0
20200214:1411,503.8,17.6,7.44,8.97,0
20200214:1511,496.42,12.83,8.09,8.48,0
20200214:1611,240.09,6.54,7.93,8.28,0
20200214:1711,0,0,7.09,7.38,0
20200214:1811,0,0,6.43,7.03,0
20200214:1911,0,0,6.39,6.9,0
20200214:2011,0,0,5.96,6.34,0
20200214:2111,0,0,5.78,5.66,0
20200214:2211,0,0,5.4,5.31,0
20200214:2311,0,0,5.07,5.17,0
20200215:0011,0,0,4.77,5.03,0
20200215:0111,0,0,3.88,4.41,0
20200215:0211,0,0,3.24,4.48,0
20200215:0311,0,0,3.01,4.21,0
20200215:0411,0,0,2.79,4.14,0
20200215:0511,0,0,3.27,5.24,0
20200215:0611,0,0,3.64,5.93,0
20200215:0711,0,0,3.91,6.21,0
20200215:0811,5.02,3.71,4.22,6.69,0
20200215:0911,52.06,10.55,4.66,7.17,0
20200215:1011,205.28,16.05,5.79,7.45,0
20200215:1111,61.05,19.8,6.87,7.59,0
20200215:1211,67.03,21.44,7.87,9.03,0
20200215:1311,77.15,20.79,8.05,10.48,0
20200215:1411,128.78,17.93,7.81,10.76,0
20200215:1511,19.15,13.15,8.2,10.34,0
20200215:1611,4.19,6.84,8.34,10.28,0
20200215:1711,0,0,8.51,9.52,0
20200215:1811,0,0,8.52,8.69,0
20200215:1911,0,0,6.73,8,0
20200215:2011,0,0,5.89,7.38,0
20200215:2111,0,0,5.42,8.55,0
20200215:2211,0,0,5.06,8.69,0
20200215:2311,0,0,4.78,6.9,0
20200216:0011,0,0,4.77,6.07,0
20200216:0111,0,0,4.63,6.07,0
20200216:0211,0,0,5.13,7.38,0
20200216:0311,0,0,6.64,8.97,0
20200216:0411,0,0,5.56,10.21,0
20200216:0511,0,0,4.71,8.83,0
20200216:0611,0,0,3.89,9.31,0
20200216:0711,0,0,4.01,8.48,0
20200216:0811,9.58,4.01,3.41,8.28,0
20200216:0911,477.14,10.86,3.56,7.93,0
20200216:1011,742.74,16.38,4.25,8,0
20200216:1111,802.17,20.14,4.52,9.17,0
20200216:1211,859.54,21.78,4.99,10.07,0
20200216:1311,779.57,21.13,5.34,11.1,0
20200216:1411,398.85,18.26,5.63,9.59,0
20200216:1511,78.75,13.46,5.21,8.83,0
20200216:1611,324.37,7.14,5.13,10.55,0
20200216:1711,0,0,4.85,10.55,0
20200216:1811,0,0,4.58,9.72,0
20200216:1911,0,0,4.1,9.66,0
20200216:2011,0,0,3.84,9.79,0
20200216:2111,0,0,3.65,10.34,0
20200216:2211,0,0,3.56,10.9,0
20200216:2311,0,0,3.36,11.45,0
20200217:0011,0,0,3.31,11.79,0
20200217:0111,0,0,3.22,12.21,0
20200217:0211,0,0,3.32,12,0
20200217:0311,0,0,3.43,11.52,0
20200217:0411,0,0,3.63,11.31,0
20200217:0511,0,0,3.7,10.83,0
20200217:0611,0,0,3.78,10.55,0
20200217:0711,0,0,3.93,10.28,0
20200217:0811,28.12,4.32,4.07,9.66,0
20200217:0911,481.68,11.18,4.77,9.38,0
20200217:1011,302.77,16.71,5.5,8.41,0
20200217:1111,659.39,20.48,6.21,9.72,0
20200217:1211,910.03,22.13,6.55,10.76,0
20200217:1311,860.3,21.48,6.4,10.62,0
20200217:1411,757.32,18.6,6.11,10.41,0
20200217:1511,302.12,13.78,5.57,9.03,0
20200217:1611,302.31,7.44,5.09,8.97,0
20200217:1711,0,0,4.32,8.83,0
20200217:1811,0,0,3.54,8.55,0
20200217:1911,0,0,3.43,8.83,0
20200217:2011,0,0,3.11,8.83,0
20200217:2111,0,0,2.85,8.69,0
20200217:2211,0,0,2.76,8.55,0
20200217:2311,0,0,2.8,8.34,0
20200218:0011,0,0,2.75,8.21,0
20200218:0111,0,0,2.51,8.34,0
20200218:0211,0,0,2.33,8,0
20200218:0311,0,0,2.18,7.93,0
20200218:0411,0,0,2.14,7.66,0
20200218:0511,0,0,2.11,7.66,0
20200218:0611,0,0,2.11,7.52,0
20200218:0711,0,0,2.48,7.17,0
20200218:0811,10.77,4.63,2.58,7.03,0
20200218:0911,76.52,11.51,2.99,6.97,0
20200218:1011,154.61,17.05,3.72,6.62,0
20200218:1111,88.04,20.83,4.26,6.83,0
20200218:1211,85.17,22.48,4.76,7.52,0
20200218:1311,424.96,21.83,4.94,7.38,0
20200218:1411,738.34,18.93,4.74,7.45,0
20200218:1511,334.89,14.1,4.16,7.17,0
20200218:1611,144.51,7.75,3.5,7.31,0
20200218:1711,0,0,2.6,7.17,0
20200218:1811,0,0,2.03,7.1,0
20200218:1911,0,0,1.95,7.38,0
20200218:2011,0,0,1.78,7.52,0
20200218:2111,0,0,1.68,7.38,0
20200218:2211,0,0,1.69,7.52,0
20200218:2311,0,0,1.65,7.72,0
20200219:0011,0,0,1.87,7.79,0
20200219:0111,0,0,2.23,7.79,0
20200219:0211,0,0,2.36,7.72,0
20200219:0311,0,0,2.44,7.38,0
20200219:0411,0,0,2.37,7.24,0
20200219:0511,0,0,2.26,6.9,0
20200219:0611,0,0,2.15,6.55,0
20200219:0711,0,0,2.15,6.41,0
20200219:0811,9.58,4.95,2.2,6.14,0
20200219:0911,121.98,11.83,2.82,6,0
20200219:1011,231.1,17.39,3.51,5.45,0
20200219:1111,87.84,21.18,4.15,6.76,0
20200219:1211,61.65,22.84,4.9,7.24,0
20200219:1311,90.66,22.18,5.4,7.38,0
20200219:1411,35.31,19.27,5.14,6.62,0
20200219:1511,28.73,14.42,4.72,6.48,0
20200219:1611,28.17,8.05,4.67,6.55,0
20200219:1711,0,0,5.09,6.97,0
20200219:1811,0,0,5.79,7.45,0
20200219:1911,0,0,6.4,7.1,0
20200219:2011,0,0,6.78,7.38,0
20200219:2111,0,0,7.13,7.66,0
20200219:2211,0,0,7.41,7.52,0
20200219:2311,0,0,7.55,7.1,0
20200220:0011,0,0,7.54,6.62,0
20200220:0111,0,0,7.28,6.07,0
20200220:0211,0,0,7.07,5.86,0
20200220:0311,0,0,6.94,6,0
20200220:0411,0,0,6.98,6.14,0
20200220:0511,0,0,7.02,6.28,0
20200220:0611,0,0,7.02,6.48,0
20200220:0711,0,0,6.74,6.41,0
20200220:0811,5.98,5.26,5.71,6.76,0
20200220:0911,23.94,12.17,3.52,6,0
20200220:1011,69.43,17.74,2.94,5.93,0
20200220:1111,49.68,21.54,2.68,6.21,0
20200220:1211,192,23.2,2.75,7.03,0
20200220:1311,924.74,22.53,3.25,7.86,0
20200220:1411,818.88,19.61,3.07,8,0
20200220:1511,173.63,14.74,2.9,8.34,0
20200220:1611,232.06,8.36,2.66,8.69,0
20200220:1711,0,0,2.37,9.03,0
20200220:1811,0,0,2.12,8.55,0
20200220:1911,0,0,2.3,8.41,0
20200220:2011,0,0,2.42,8.41,0
20200220:2111,0,0,2.58,8.21,0
20200220:2211,0,0,2.68,7.93,0
20200220:2311,0,0,2.76,7.86,0
20200221:0011,0,0,2.79,7.52,0
20200221:0111,0,0,3.15,7.59,0
20200221:0211,0,0,3.36,7.66,0
20200221:0311,0,0,3.47,7.72,0
20200221:0411,0,0,3.4,8,0
20200221:0511,0,0,3.61,8.69,0
20200221:0611,0,0,3.97,9.45,0
20200221:0711,0,0,4.37,10.48,0
20200221:0811,11.37,5.59,4.67,10.76,0
20200221:0911,335.67,12.5,5.15,11.31,0
20200221:1011,427.6,18.09,5.76,11.38,0
20200221:1111,644.28,21.9,6.63,11.31,0
20200221:1211,263.42,23.56,7.24,11.24,0
20200221:1311,235.1,22.89,7.57,10.76,0
20200221:1411,347.99,19.95,7.8,10.55,0
20200221:1511,516.74,15.07,7.86,10.21,0
20200221:1611,328.57,8.67,7.97,9.79,0
20200221:1711,0,0,7.93,9.59,0
20200221:1811,0,0,7.92,9.45,0
20200221:1911,0,0,7.83,9.24,0
20200221:2011,0,0,7.82,9.59,0
20200221:2111,0,0,7.88,9.79,0
20200221:2211,0,0,7.91,9.79,0
20200221:2311,0,0,7.97,10.21,0
20200222:0011,0,0,8,10.62,0
20200222:0111,0,0,7.69,10.62,0
20200222:0211,0,0,6.28,9.86,0
20200222:0311,0,0,5.07,9.1,0
20200222:0411,0,0,4.25,8.76,0
20200222:0511,0,0,3.69,8.62,0
20200222:0611,0,0,3.05,8.69,0
20200222:0711,0,0,3.1,8.28,0
20200222:0811,239.98,5.91,2.78,8.97,0
