time,G(i),H_sun,T2m,WS10m,Int
20201127:1211,221.83,13.02,4.79,2.21,0
20201127:1311,117.22,11.52,5,2,0
20201127:1411,22.74,8.06,5.24,1.93,0
20201127:1511,3.59,2.91,4.91,1.66,0
20201127:1611,0,0,4.34,1.72,0
20201127:1711,0,0,3.78,1.66,0
20201127:1811,0,0,3.04,1.59,0
20201127:1911,0,0,2.69,1.66,0
20201127:2011,0,0,1.53,2,0
20201127:2111,0,0,0.9,2.28,0
20201127:2211,0,0,0.55,2.48,0
20201127:2311,0,0,0.38,2.41,0
20201128:0011,0,0,0.15,2.21,0
20201128:0111,0,0,-0.3,2.14,0
20201128:0211,0,0,-0.47,2.14,0
20201128:0311,0,0,-0.61,2.14,0
20201128:0411,0,0,-0.44,2.07,0
20201128:0511,0,0,-0.59,2.07,0
20201128:0611,0,0,-0.86,2.14,0
20201128:0711,0,0,-0.3,2.07,0
20201128:0811,0,0,-0.43,2,0
20201128:0911,192.06,5.17,-0.59,1.86,0
20201128:1011,549.99,9.62,0.57,1.31,0
20201128:1111,708.66,12.25,2.47,0.97,0
20201128:1211,684.33,12.85,3.53,0.62,0
20201128:1311,728.77,11.36,4,0.76,0
20201128:1411,390.29,7.91,4.11,1.17,0
20201128:1511,5.98,2.78,3.49,1.72,0
20201128:1611,0,0,2.68,1.79,0
20201128:1711,0,0,2.55,1.66,0
20201128:1811,0,0,2.14,1.66,0
20201128:1911,0,0,2.05,2,0
20201128:2011,0,0,2.04,1.59,0
20201128:2111,0,0,3.56,1.03,0
20201128:2211,0,0,4.13,0.69,0
20201128:2311,0,0,4.23,0.83,0
20201129:0011,0,0,3.61,1.03,0
20201129:0111,0,0,4.35,0.9,0
20201129:0211,0,0,4.92,0.76,0
20201129:0311,0,0,5.24,0.62,0
20201129:0411,0,0,5.35,0.69,0
20201129:0511,0,0,5.1,0.83,0
20201129:0611,0,0,4.8,0.97,0
20201129:0711,0,0,4.36,1.52,0
20201129:0811,0,0,4.39,1.59,0
20201129:0911,26.3,4.98,4.46,1.52,0
20201129:1011,169.02,9.43,4.71,1.38,0
20201129:1111,29.33,12.07,5.25,1.45,0
20201129:1211,32.92,12.68,5.68,1.52,0
20201129:1311,49.74,11.2,6.18,1.59,0
20201129:1411,121.03,7.77,6.3,1.59,0
20201129:1511,2.39,2.65,6.14,1.79,0
20201129:1611,0,0,5.59,2.14,0
20201129:1711,0,0,5.22,2.41,0
20201129:1811,0,0,5.09,2.76,0
20201129:1911,0,0,5.06,3.03,0
20201129:2011,0,0,5.3,3.31,0
20201129:2111,0,0,5.73,3.59,0
20201129:2211,0,0,6.07,3.72,0
20201129:2311,0,0,6.43,3.86,0
20201130:0011,0,0,6.45,4.21,0
20201130:0111,0,0,6.53,4.69,0
20201130:0211,0,0,6.49,4.97,0
20201130:0311,0,0,6.61,5.38,0
20201130:0411,0,0,6.66,5.72,0
20201130:0511,0,0,6.74,6.14,0
20201130:0611,0,0,6.86,6.41,0
20201130:0711,0,0,6.47,6.28,0
20201130:0811,0,0,6.69,6.62,0
20201130:0911,49.8,4.79,6.95,6.9,0
20201130:1011,14.96,9.25,7.56,6.97,0
20201130:1111,556.71,11.89,8.33,6.76,0
20201130:1211,477.71,12.51,8.75,7.59,0
20201130:1311,8.38,11.05,8.45,7.31,0
20201130:1411,69.39,7.64,7.33,6.9,0
20201130:1511,97.24,2.54,6.5,6.97,0
20201130:1611,0,0,5.94,6.41,0
20201130:1711,0,0,5.14,6.14,0
20201130:1811,0,0,4.58,6.14,0
20201130:1911,0,0,4.51,6.28,0
20201130:2011,0,0,4.35,6.07,0
20201130:2111,0,0,4.26,5.86,0
20201130:2211,0,0,3.98,5.52,0
20201130:2311,0,0,3.82,5.17,0
20201201:0011,0,0,3.75,4.97,0
20201201:0111,0,0,3.77,4.55,0
20201201:0211,0,0,3.68,4.28,0
20201201:0311,0,0,3.48,4.07,0
20201201:0411,0,0,3.28,3.79,0
20201201:0511,0,0,3.03,3.66,0
20201201:0611,0,0,2.87,3.52,0
20201201:0711,0,0,2.37,3.24,0
20201201:0811,0,0,2.47,3.1,0
20201201:0911,3.59,4.61,2.86,2.62,0
20201201:1011,18.55,9.07,3.3,2.34,0
20201201:1111,16.16,11.72,4.26,2.07,0
20201201:1211,97.54,12.35,4.78,1.93,0
20201201:1311,110.04,10.91,5.3,2,0
20201201:1411,13.77,7.51,5.19,2.28,0
20201201:1511,2.39,2.43,4.87,2.69,0
20201201:1611,0,0,4.3,2.97,0
20201201:1711,0,0,4.04,3.31,0
20201201:1811,0,0,4.36,3.59,0
20201201:1911,0,0,5.09,3.52,0
20201201:2011,0,0,5.45,3.59,0
20201201:2111,0,0,5.59,3.59,0
20201201:2211,0,0,5.82,3.52,0
20201201:2311,0,0,5.92,3.59,0
20201202:0011,0,0,6.06,3.66,0
20201202:0111,0,0,6.22,3.79,0
20201202:0211,0,0,6.53,3.86,0
20201202:0311,0,0,6.8,3.93,0
20201202:0411,0,0,7.04,4.07,0
20201202:0511,0,0,7.21,4.14,0
20201202:0611,0,0,7.26,4.28,0
20201202:0711,0,0,7.41,4.48,0
20201202:0811,0,0,7.25,4.69,0
20201202:0911,382.83,4.44,6.48,5.03,0
20201202:1011,481.06,8.9,5.91,5.1,0
20201202:1111,648.42,11.56,5.73,5.03,0
20201202:1211,585.12,12.2,5.65,5.24,0
20201202:1311,104.51,10.77,5.36,4.9,0
20201202:1411,51.34,7.39,5.09,5.31,0
20201202:1511,25.22,2.32,4.59,5.1,0
20201202:1611,0,0,3.89,5.03,0
20201202:1711,0,0,3.4,5.31,0
20201202:1811,0,0,3.01,5.52,0
20201202:1911,0,0,2.87,5.45,0
20201202:2011,0,0,2.79,5.66,0
20201202:2111,0,0,2.61,5.86,0
20201202:2211,0,0,2.51,5.86,0
20201202:2311,0,0,2.47,6,0
20201203:0011,0,0,2.48,6,0
20201203:0111,0,0,2.14,5.86,0
20201203:0211,0,0,1.92,5.45,0
20201203:0311,0,0,1.63,5.24,0
20201203:0411,0,0,1.38,4.97,0
20201203:0511,0,0,1.17,4.69,0
20201203:0611,0,0,0.83,4.34,0
20201203:0711,0,0,0.74,3.72,0
20201203:0811,0,0,0.46,3.03,0
20201203:0911,39.05,4.27,0.19,2.69,0
20201203:1011,169.43,8.73,0.51,2.34,0
20201203:1111,187.46,11.4,1.18,2,0
20201203:1211,334.4,12.06,1.72,1.72,0
20201203:1311,271.35,10.64,2.03,1.03,0
20201203:1411,515.8,7.28,2.12,0.76,0
20201203:1511,0,0,1.84,1.66,0
20201203:1611,0,0,1.37,2.28,0
20201203:1711,0,0,1.19,2.83,0
20201203:1811,0,0,1.58,3.45,0
20201203:1911,0,0,1.91,4.14,0
20201203:2011,0,0,2.3,4.69,0
20201203:2111,0,0,2.44,5.03,0
20201203:2211,0,0,2.46,5.79,0
20201203:2311,0,0,2.26,6.9,0
20201204:0011,0,0,2.22,7.72,0
20201204:0111,0,0,1.54,7.66,0
20201204:0211,0,0,1.09,6.48,0
20201204:0311,0,0,1.02,6.41,0
20201204:0411,0,0,1.46,5.59,0
20201204:0511,0,0,2.27,4.14,0
20201204:0611,0,0,2.94,1.86,0
20201204:0711,0,0,3.57,2.69,0
20201204:0811,0,0,3.97,2.69,0
20201204:0911,2.39,4.1,4.34,3.45,0
20201204:1011,19.15,8.58,4.69,4.69,0
20201204:1111,21.55,11.25,5.22,5.93,0
20201204:1211,23.34,11.92,5.29,7.45,0
20201204:1311,18.55,10.52,5.09,7.66,0
20201204:1411,16.76,7.17,4.77,8.48,0
20201204:1511,0,0,4.71,8.83,0
20201204:1611,0,0,5.03,9.79,0
20201204:1711,0,0,5.36,9.93,0
20201204:1811,0,0,5.08,8.76,0
20201204:1911,0,0,4.93,8.41,0
20201204:2011,0,0,5.28,7.59,0
20201204:2111,0,0,5.09,6.9,0
20201204:2211,0,0,5.05,6.55,0
20201204:2311,0,0,4.69,6.76,0
20201205:0011,0,0,4.65,6.69,0
20201205:0111,0,0,4.34,6.07,0
20201205:0211,0,0,4.44,5.31,0
20201205:0311,0,0,4.26,4.41,0
20201205:0411,0,0,4.05,3.79,0
20201205:0511,0,0,3.88,3.38,0
20201205:0611,0,0,3.77,2.97,0
20201205:0711,0,0,3.36,3.03,0
20201205:0811,0,0,3.42,2.76,0
20201205:0911,185.95,3.95,3.45,2.9,0
20201205:1011,565.74,8.42,3.91,3.17,0
20201205:1111,203.08,11.11,4.46,3.45,0
20201205:1211,187.27,11.79,4.82,3.31,0
20201205:1311,438.67,10.41,5.02,3.24,0
20201205:1411,573.68,7.08,5.18,2.69,0
20201205:1511,0,0,4.65,2.55,0
20201205:1611,0,0,4,2.69,0
20201205:1711,0,0,3.93,2.76,0
20201205:1811,0,0,3.8,2.9,0
20201205:1911,0,0,4.2,2.62,0
20201205:2011,0,0,4,2.97,0
20201205:2111,0,0,4.09,3.52,0
20201205:2211,0,0,4.01,3.93,0
20201205:2311,0,0,4.07,4.48,0
20201206:0011,0,0,4.31,5.03,0
20201206:0111,0,0,4.58,5.17,0
20201206:0211,0,0,4.54,4.9,0
20201206:0311,0,0,4.58,4.34,0
20201206:0411,0,0,4.58,3.93,0
20201206:0511,0,0,4.43,3.45,0
20201206:0611,0,0,4.4,3.17,0
20201206:0711,0,0,4.23,4.07,0
20201206:0811,0,0,3.91,3.72,0
20201206:0911,8.38,3.8,3.95,3.45,0
20201206:1011,230.43,8.28,4.11,3.17,0
20201206:1111,126.57,10.98,4.43,3.24,0
20201206:1211,334.26,11.67,4.66,3.1,0
20201206:1311,75.29,10.3,4.61,3.03,0
20201206:1411,13.77,6.99,4.35,2.9,0
20201206:1511,0,0,4.14,2.83,0
20201206:1611,0,0,3.69,2.55,0
20201206:1711,0,0,3.34,2.41,0
20201206:1811,0,0,3.13,2.28,0
20201206:1911,0,0,2.3,2,0
20201206:2011,0,0,2.3,1.79,0
20201206:2111,0,0,2.44,1.66,0
20201206:2211,0,0,2.57,1.86,0
20201206:2311,0,0,2.55,1.79,0
20201207:0011,0,0,2.32,1.66,0
20201207:0111,0,0,2.41,1.45,0
20201207:0211,0,0,2.48,1.38,0
20201207:0311,0,0,2.2,1.52,0
20201207:0411,0,0,2.22,1.66,0
20201207:0511,0,0,2.26,1.86,0
20201207:0611,0,0,2.06,2.14,0
20201207:0711,0,0,3.03,2.21,0
20201207:0811,0,0,2.76,2.41,0
20201207:0911,196.15,3.65,3.25,2.76,0
20201207:1011,310.38,8.14,3.67,3.38,0
20201207:1111,23.34,10.85,3.8,4.34,0
20201207:1211,30.52,11.56,3.75,4.83,0
20201207:1311,38.89,10.2,3.8,5.17,0
20201207:1411,29.03,6.9,3.56,4.83,0
20201207:1511,0,0,3.24,5.17,0
20201207:1611,0,0,2.99,5.52,0
20201207:1711,0,0,2.61,5.72,0
20201207:1811,0,0,2.19,6.14,0
20201207:1911,0,0,2.42,6.83,0
20201207:2011,0,0,2.44,7.45,0
20201207:2111,0,0,2.35,8,0
20201207:2211,0,0,2.11,8.28,0
20201207:2311,0,0,1.8,8.34,0
20201208:0011,0,0,1.72,8,0
20201208:0111,0,0,1.8,7.59,0
20201208:0211,0,0,2.04,7.1,0
20201208:0311,0,0,2.07,6.62,0
20201208:0411,0,0,2.04,6.07,0
20201208:0511,0,0,2.07,5.52,0
20201208:0611,0,0,2.03,4.83,0
20201208:0711,0,0,3,3.93,0
20201208:0811,0,0,3.07,3.45,0
20201208:0911,185.22,3.51,3,3.1,0
20201208:1011,192.5,8.01,3.21,2.76,0
20201208:1111,659.43,10.73,3.62,2.48,0
20201208:1211,439.13,11.45,4.21,2.14,0
20201208:1311,164.48,10.11,4.49,2,0
20201208:1411,234,6.83,4.61,1.86,0
20201208:1511,0,0,4.46,2,0
20201208:1611,0,0,4.21,2.14,0
20201208:1711,0,0,3.89,2.28,0
20201208:1811,0,0,3.64,2.55,0
20201208:1911,0,0,4.58,2.55,0
20201208:2011,0,0,4.44,2.83,0
20201208:2111,0,0,4.36,2.97,0
20201208:2211,0,0,4.24,2.9,0
20201208:2311,0,0,4.03,2.76,0
20201209:0011,0,0,4,2.83,0
20201209:0111,0,0,3.5,2.83,0
20201209:0211,0,0,3.41,2.62,0
20201209:0311,0,0,3.14,2.48,0
20201209:0411,0,0,2.87,2.62,0
20201209:0511,0,0,2.89,2.62,0
20201209:0611,0,0,2.91,2.55,0
20201209:0711,0,0,3.84,2.28,0
20201209:0811,0,0,3.8,2.28,0
20201209:0911,6.58,3.38,3.35,2.34,0
20201209:1011,116.26,7.88,3.83,2.14,0
20201209:1111,281.13,10.61,4.16,2,0
20201209:1211,345.33,11.35,4.3,1.86,0
20201209:1311,66.02,10.03,4.57,2.07,0
20201209:1411,10.17,6.76,4.41,2.14,0
20201209:1511,0,0,4.2,2.28,0
20201209:1611,0,0,3.98,2.28,0
20201209:1711,0,0,3.46,2.28,0
20201209:1811,0,0,3.03,2.21,0
20201209:1911,0,0,2.99,2.62,0
20201209:2011,0,0,2.9,2.97,0
20201209:2111,0,0,2.98,3.24,0
20201209:2211,0,0,3,3.38,0
20201209:2311,0,0,2.96,3.31,0
20201210:0011,0,0,2.75,3.1,0
20201210:0111,0,0,2.65,2.76,0
20201210:0211,0,0,2.48,2.48,0
20201210:0311,0,0,2.4,2.55,0
20201210:0411,0,0,2.27,2.83,0
20201210:0511,0,0,1.61,3.03,0
20201210:0611,0,0,1.44,3.03,0
20201210:0711,0,0,2.26,3.52,0
20201210:0811,0,0,2.77,4.07,0
20201210:0911,1.8,3.25,3.13,4.48,0
20201210:1011,269.94,7.77,3.48,4.55,0
20201210:1111,22.74,10.51,3.89,4.76,0
20201210:1211,44.57,11.26,4.35,5.03,0
20201210:1311,217.54,9.95,4.57,5.31,0
20201210:1411,17.36,6.7,4.69,5.66,0
20201210:1511,0,0,4.69,6.07,0
20201210:1611,0,0,4.54,6.41,0
20201210:1711,0,0,4.45,6.62,0
20201210:1811,0,0,4.25,6.9,0
20201210:1911,0,0,3.97,6.97,0
20201210:2011,0,0,3.94,6.83,0
20201210:2111,0,0,3.94,6.9,0
20201210:2211,0,0,4.04,6.9,0
20201210:2311,0,0,4.19,6.48,0
20201211:0011,0,0,4.26,6.41,0
20201211:0111,0,0,4.36,6.41,0
20201211:0211,0,0,4.39,6.34,0
20201211:0311,0,0,4.39,6.34,0
20201211:0411,0,0,4.5,6.14,0
20201211:0511,0,0,4.38,5.86,0
20201211:0611,0,0,4.57,5.79,0
20201211:0711,0,0,4.55,4.41,0
20201211:0811,0,0,4.65,4,0
20201211:0911,1.8,3.14,4.93,3.45,0
20201211:1011,11.97,7.66,5.21,3.24,0
20201211:1111,24.54,10.41,5.49,3.17,0
20201211:1211,141.38,11.17,5.99,3.45,0
20201211:1311,210.73,9.88,6.22,3.03,0
20201211:1411,6.58,6.65,6.35,2.41,0
20201211:1511,0,0,6.2,1.86,0
20201211:1611,0,0,6.08,1.66,0
20201211:1711,0,0,5.96,1.66,0
20201211:1811,0,0,5.93,1.72,0
20201211:1911,0,0,6.39,2.55,0
20201211:2011,0,0,6.45,2.14,0
20201211:2111,0,0,6.38,1.86,0
20201211:2211,0,0,6.15,1.59,0
20201211:2311,0,0,6.1,1.31,0
20201212:0011,0,0,6.01,1.31,0
20201212:0111,0,0,5.8,1.24,0
20201212:0211,0,0,5.73,1.24,0
20201212:0311,0,0,5.61,1.1,0
20201212:0411,0,0,5.58,1.03,0
20201212:0511,0,0,5.55,0.9,0
20201212:0611,0,0,5.24,1.03,0
20201212:0711,0,0,5.59,1.1,0
20201212:0811,0,0,5.59,1.24,0
20201212:0911,1.2,3.02,5.66,1.17,0
20201212:1011,80.41,7.55,5.91,1.03,0
20201212:1111,40.77,10.31,5.86,0.76,0
20201212:1211,143.04,11.09,6.11,0.48,0
20201212:1311,106.39,9.82,6.16,0.55,0
20201212:1411,124.01,6.6,6.16,0.83,0
20201212:1511,0,0,6.03,1.31,0
20201212:1611,0,0,5.75,1.52,0
20201212:1711,0,0,5.51,1.59,0
20201212:1811,0,0,5.3,1.59,0
20201212:1911,0,0,5.21,1.1,0
20201212:2011,0,0,4.97,0.9,0
20201212:2111,0,0,4.81,1.17,0
20201212:2211,0,0,4.34,1.31,0
20201212:2311,0,0,3.95,1.38,0
20201213:0011,0,0,3.66,1.66,0
20201213:0111,0,0,3.76,1.93,0
20201213:0211,0,0,3.78,2,0
20201213:0311,0,0,3.66,1.86,0
20201213:0411,0,0,2.83,1.93,0
20201213:0511,0,0,2.46,2.28,0
20201213:0611,0,0,2.64,2.48,0
20201213:0711,0,0,2.96,2.76,0
20201213:0811,0,0,3.13,3.45,0
20201213:0911,3.59,2.92,3.16,4.41,0
20201213:1011,436.19,7.45,3.21,5.59,0
20201213:1111,19.15,10.23,3.46,6.34,0
20201213:1211,15.56,11.02,3.65,6.9,0
20201213:1311,25.74,9.76,3.71,7.38,0
20201213:1411,10.77,6.56,3.81,8.07,0
20201213:1511,0,0,3.82,8.07,0
20201213:1611,0,0,4.03,8.28,0
20201213:1711,0,0,4.77,7.79,0
20201213:1811,0,0,5.76,6.9,0
20201213:1911,0,0,6.85,5.93,0
20201213:2011,0,0,7.17,5.24,0
20201213:2111,0,0,7.28,4.97,0
20201213:2211,0,0,7.5,5.03,0
20201213:2311,0,0,7.57,5.38,0
20201214:0011,0,0,7.94,6.07,0
20201214:0111,0,0,7.94,6.41,0
20201214:0211,0,0,7.53,6.28,0
20201214:0311,0,0,7.16,6.28,0
20201214:0411,0,0,6.99,6.55,0
20201214:0511,0,0,6.97,7.17,0
20201214:0611,0,0,7.05,7.45,0
20201214:0711,0,0,7.3,7.03,0
20201214:0811,0,0,7.22,6.48,0
20201214:0911,0.91,2.82,6.93,6.34,0
20201214:1011,51.76,7.36,7.06,6.55,0
20201214:1111,355.54,10.15,7.1,6.07,0
20201214:1211,106.55,10.96,7.26,6.07,0
20201214:1311,14.36,9.72,7.27,5.86,0
20201214:1411,41.1,6.53,7.03,5.66,0
20201214:1511,0,0,6.66,5.45,0
20201214:1611,0,0,6.2,5.31,0
20201214:1711,0,0,5.93,5.31,0
20201214:1811,0,0,5.9,5.31,0
20201214:1911,0,0,5.8,4.83,0
20201214:2011,0,0,5.63,4.9,0
20201214:2111,0,0,5.59,4.83,0
20201214:2211,0,0,5.44,4.83,0
20201214:2311,0,0,5.44,4.97,0
20201215:0011,0,0,5.33,5.03,0
20201215:0111,0,0,5.33,5.1,0
20201215:0211,0,0,5.16,4.97,0
20201215:0311,0,0,5.02,4.9,0
20201215:0411,0,0,4.88,4.83,0
20201215:0511,0,0,4.87,4.69,0
20201215:0611,0,0,4.94,4.69,0
20201215:0711,0,0,4.76,4.76,0
20201215:0811,0,0,4.82,4.62,0
20201215:0911,0.91,2.72,4.83,4.41,0
20201215:1011,139.68,7.28,5.18,4.41,0
20201215:1111,98.08,10.08,5.66,4.41,0
20201215:1211,361.31,10.9,6.07,4.62,0
20201215:1311,74.58,9.68,6.3,4.55,0
20201215:1411,115.07,6.51,6.18,4.28,0
20201215:1511,0,0,5.77,4.14,0
20201215:1611,0,0,5.25,4.07,0
20201215:1711,0,0,4.98,4.14,0
20201215:1811,0,0,5.02,4.34,0
20201215:1911,0,0,5.34,4.48,0
20201215:2011,0,0,5.05,4.41,0
20201215:2111,0,0,4.75,4,0
20201215:2211,0,0,4.4,3.52,0
20201215:2311,0,0,4.46,3.59,0
20201216:0011,0,0,4.56,3.72,0
20201216:0111,0,0,4.73,3.86,0
20201216:0211,0,0,4.63,3.66,0
20201216:0311,0,0,4.53,3.38,0
20201216:0411,0,0,4.47,4.14,0
20201216:0511,0,0,4.51,5.17,0
20201216:0611,0,0,4.75,5.86,0
20201216:0711,0,0,5.53,6.76,0
20201216:0811,0,0,6.02,7.03,0
20201216:0911,5.47,2.64,6.31,7.31,0
20201216:1011,81.58,7.2,6.71,7.93,0
20201216:1111,98.49,10.02,7.14,7.38,0
20201216:1211,32.92,10.86,7.68,7.38,0
20201216:1311,13.17,9.65,7.95,7.45,0
20201216:1411,14.36,6.49,7.99,7.1,0
20201216:1511,0,0,7.85,6.62,0
20201216:1611,0,0,7.68,6.34,0
20201216:1711,0,0,7.42,6.41,0
20201216:1811,0,0,6.95,6.69,0
20201216:1911,0,0,6.58,6.76,0
20201216:2011,0,0,6.19,6.48,0
20201216:2111,0,0,5.8,6.14,0
20201216:2211,0,0,5.96,5.86,0
20201216:2311,0,0,6.12,5.52,0
20201217:0011,0,0,6.08,5.24,0
20201217:0111,0,0,5.89,4.9,0
20201217:0211,0,0,5.59,4.69,0
20201217:0311,0,0,5.27,4.76,0
20201217:0411,0,0,4.94,4.83,0
20201217:0511,0,0,4.68,4.9,0
20201217:0611,0,0,4.54,5.03,0
20201217:0711,0,0,5.2,5.17,0
20201217:0811,0,0,5.42,5.17,0
20201217:0911,1.37,2.56,5.49,5.03,0
20201217:1011,13.77,7.14,5.78,4.97,0
20201217:1111,206.08,9.96,6.26,5.03,0
20201217:1211,91.67,10.82,6.55,5.17,0
20201217:1311,523.92,9.62,6.72,5.03,0
20201217:1411,156.58,6.49,6.58,4.97,0
20201217:1511,0,0,6.23,4.83,0
20201217:1611,0,0,5.98,4.76,0
20201217:1711,0,0,5.9,5.17,0
20201217:1811,0,0,6.42,5.79,0
20201217:1911,0,0,7.08,5.79,0
20201217:2011,0,0,7.35,6.55,0
20201217:2111,0,0,7.63,7.1,0
20201217:2211,0,0,8.08,7.17,0
20201217:2311,0,0,8.49,7.1,0
20201218:0011,0,0,8.74,6.76,0
20201218:0111,0,0,8.86,6.07,0
20201218:0211,0,0,8.97,5.45,0
20201218:0311,0,0,8.97,5.24,0
20201218:0411,0,0,9.03,5.17,0
20201218:0511,0,0,9.18,4.9,0
20201218:0611,0,0,9.35,4.55,0
20201218:0711,0,0,9.87,4.76,0
20201218:0811,0,0,9.62,4.97,0
20201218:0911,3.65,2.49,8.71,4.97,0
20201218:1011,52.22,7.08,8.92,5.24,0
20201218:1111,13.17,9.92,9.65,5.59,0
20201218:1211,20.35,10.78,10.19,6.28,0
20201218:1311,35.06,9.61,10.31,6.55,0
20201218:1411,4.19,6.49,10.5,6.97,0
20201218:1511,0,0,10.87,7.52,0
20201218:1611,0,0,10.75,7.59,0
20201218:1711,0,0,10.58,7.31,0
20201218:1811,0,0,10.51,6.28,0
20201218:1911,0,0,10.93,7.38,0
20201218:2011,0,0,10.25,6.55,0
20201218:2111,0,0,9.4,5.86,0
20201218:2211,0,0,8.99,4.62,0
20201218:2311,0,0,8.61,2.97,0
20201219:0011,0,0,8.68,4.41,0
20201219:0111,0,0,9.92,7.03,0
20201219:0211,0,0,9.87,7.24,0
20201219:0311,0,0,9.44,6.07,0
20201219:0411,0,0,8.73,5.45,0
20201219:0511,0,0,8.06,5.17,0
20201219:0611,0,0,7.53,5.24,0
20201219:0711,0,0,6.9,4.9,0
20201219:0811,0,0,7.05,4.9,0
20201219:0911,3.19,2.42,7.19,5.03,0
20201219:1011,271.84,7.02,7.21,5.66,0
20201219:1111,610.53,9.88,7.34,6.21,0
20201219:1211,640.44,10.76,7.45,6.21,0
20201219:1311,19.15,9.6,7.57,6.97,0
20201219:1411,126.75,6.49,7.49,7.93,0
20201219:1511,0,0,6.98,8.07,0
20201219:1611,0,0,6.31,7.31,0
20201219:1711,0,0,5.94,7.1,0
20201219:1811,0,0,5.94,7.31,0
20201219:1911,0,0,5.64,7.45,0
20201219:2011,0,0,5.44,7.45,0
20201219:2111,0,0,5.38,7.1,0
20201219:2211,0,0,5.49,6.97,0
20201219:2311,0,0,5.31,6.83,0
20201220:0011,0,0,5.2,6.97,0
20201220:0111,0,0,5.09,6.62,0
20201220:0211,0,0,5.11,6.34,0
20201220:0311,0,0,5,5.93,0
20201220:0411,0,0,4.92,5.86,0
20201220:0511,0,0,4.98,5.79,0
20201220:0611,0,0,5.12,5.72,0
20201220:0711,0,0,4.95,5.17,0
20201220:0811,0,0,4.8,5.17,0
20201220:0911,0.91,2.36,4.83,5.1,0
20201220:1011,318.74,6.97,5.13,5.17,0
20201220:1111,344.71,9.84,5.58,5.24,0
20201220:1211,587.65,10.74,5.92,5.17,0
20201220:1311,469.34,9.6,5.98,5.17,0
20201220:1411,196.33,6.51,5.72,5.52,0
20201220:1511,0,0,5.26,5.45,0
20201220:1611,0,0,4.61,5.45,0
20201220:1711,0,0,4.22,5.72,0
20201220:1811,0,0,4.05,6,0
20201220:1911,0,0,3.85,5.59,0
20201220:2011,0,0,3.71,5.79,0
20201220:2111,0,0,3.68,6,0
20201220:2211,0,0,3.85,6.41,0
20201220:2311,0,0,4.09,6.9,0
20201221:0011,0,0,4.29,7.03,0
20201221:0111,0,0,4.6,6.55,0
20201221:0211,0,0,4.65,5.93,0
20201221:0311,0,0,4.67,5.45,0
20201221:0411,0,0,4.75,5.24,0
20201221:0511,0,0,4.7,4.83,0
20201221:0611,0,0,4.53,4.21,0
20201221:0711,0,0,4.54,3.79,0
20201221:0811,0,0,4.4,3.66,0
20201221:0911,0.91,2.31,4.3,3.45,0
20201221:1011,52.08,6.94,4.42,3.03,0
20201221:1111,39.91,9.82,4.75,2.69,0
20201221:1211,26.33,10.73,5.1,2.34,0
20201221:1311,347.13,9.61,5.22,2.07,0
20201221:1411,84.78,6.53,5.16,1.93,0
20201221:1511,0,0,4.94,1.52,0
20201221:1611,0,0,4.67,0.9,0
20201221:1711,0,0,4.85,1.17,0
20201221:1811,0,0,4.91,2.14,0
20201221:1911,0,0,4.86,2.62,0
20201221:2011,0,0,4.93,3.45,0
20201221:2111,0,0,4.61,4.14,0
20201221:2211,0,0,4.2,5.1,0
20201221:2311,0,0,3.26,4.97,0
20201222:0011,0,0,2.56,4.55,0
20201222:0111,0,0,2.42,4.9,0
20201222:0211,0,0,2.9,5.45,0
20201222:0311,0,0,3.3,5.66,0
20201222:0411,0,0,3.48,5.72,0
20201222:0511,0,0,3.5,5.66,0
20201222:0611,0,0,3.42,5.52,0
20201222:0711,0,0,3.38,5.1,0
20201222:0811,0,0,3.25,5.1,0
20201222:0911,0,0,3.09,4.83,0
20201222:1011,603.39,6.9,3.31,4.76,0
20201222:1111,499.08,9.8,3.92,4.83,0
20201222:1211,692.98,10.73,4.53,4.76,0
20201222:1311,644.87,9.62,4.89,4.69,0
20201222:1411,177.88,6.56,4.84,4.41,0
20201222:1511,0,0,4.4,4.14,0
20201222:1611,0,0,3.67,3.79,0
20201222:1711,0,0,3.03,3.45,0
20201222:1811,0,0,2.59,3.24,0
20201222:1911,0,0,2.68,2.76,0
20201222:2011,0,0,2.44,2.41,0
20201222:2111,0,0,2,2.21,0
20201222:2211,0,0,1.65,2.07,0
20201222:2311,0,0,1.52,1.79,0
20201223:0011,0,0,1.57,1.52,0
20201223:0111,0,0,1.39,1.24,0
20201223:0211,0,0,1.28,1.1,0
20201223:0311,0,0,1.52,1.1,0
20201223:0411,0,0,1.78,1.17,0
20201223:0511,0,0,2.01,1.59,0
20201223:0611,0,0,2.5,2.14,0
20201223:0711,0,0,3.45,3.38,0
20201223:0811,0,0,3.67,4,0
20201223:0911,0,0,3.78,4.62,0
20201223:1011,11.97,6.88,3.75,5.59,0
20201223:1111,8.98,9.79,3.92,5.72,0
20201223:1211,11.37,10.74,4.11,6.28,0
20201223:1311,38.78,9.64,4.14,6.55,0
20201223:1411,29.67,6.59,4.12,6.55,0
20201223:1511,0,0,4.01,6.9,0
20201223:1611,0,0,3.97,7.03,0
20201223:1711,0,0,3.88,7.52,0
20201223:1811,0,0,3.48,7.45,0
20201223:1911,0,0,3.49,7.59,0
20201223:2011,0,0,3.09,6.69,0
20201223:2111,0,0,2.65,6,0
20201223:2211,0,0,2.19,5.59,0
20201223:2311,0,0,1.74,5.17,0
20201224:0011,0,0,1.16,4.9,0
